player,nba_id,season,team,age,GP,GS,MIN,PPG,RPG,APG,SPG,BPG,TOV,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,TS_pct
Isiah Thomas,78318,1983-84,DET,23.0,82,82.0,36.7,21.3,4.0,11.1,2.5,0.4,3.7,8.2,17.7,0.462,0.3,0.8,0.338,4.7,6.5,0.733,0.518
Isiah Thomas,78318,1984-85,DET,24.0,81,81.0,38.1,21.2,4.5,13.9,2.3,0.3,3.7,8.0,17.4,0.458,0.4,1.4,0.257,4.9,6.1,0.809,0.5278
Isiah Thomas,78318,1985-86,DET,25.0,77,77.0,36.2,20.9,3.6,10.8,2.2,0.3,3.8,7.9,16.2,0.488,0.3,1.1,0.31,4.7,6.0,0.79,0.5547
Isiah Thomas,78318,1986-87,DET,26.0,81,81.0,37.2,20.6,3.9,10.0,1.9,0.2,4.2,7.7,16.7,0.463,0.2,1.2,0.194,4.9,6.4,0.768,0.5278
Isiah Thomas,78318,1987-88,DET,27.0,81,81.0,36.1,19.5,3.4,8.4,1.7,0.2,3.4,7.7,16.6,0.463,0.4,1.2,0.309,3.8,4.9,0.774,0.5198
Isiah Thomas,78318,1988-89,DET,28.0,80,76.0,36.6,18.2,3.4,8.3,1.7,0.3,3.7,7.1,15.3,0.464,0.4,1.5,0.273,3.6,4.4,0.818,0.528
Isiah Thomas,78318,1989-90,DET,29.0,81,81.0,37.0,18.4,3.8,9.4,1.7,0.2,4.0,7.1,16.3,0.438,0.5,1.7,0.309,3.6,4.7,0.775,0.5009
Isiah Thomas,78318,1990-91,DET,30.0,48,46.0,34.5,16.2,3.3,9.3,1.6,0.2,3.9,6.0,13.9,0.435,0.4,1.4,0.292,3.7,4.8,0.782,0.5059
Isiah Thomas,78318,1991-92,DET,31.0,78,78.0,37.4,18.5,3.2,7.2,1.5,0.2,3.2,7.2,16.2,0.446,0.3,1.1,0.291,3.7,4.8,0.772,0.5051
Isiah Thomas,78318,1992-93,DET,32.0,79,79.0,37.0,17.6,2.9,8.5,1.6,0.2,3.6,6.7,15.9,0.418,0.8,2.5,0.308,3.5,4.8,0.737,0.4886
Isiah Thomas,78318,1993-94,DET,33.0,58,56.0,30.2,14.8,2.7,6.9,1.2,0.1,3.5,5.5,13.2,0.417,0.7,2.2,0.31,3.1,4.4,0.702,0.4889
Nate Thurmond,600001,1963-64,SFW,22.0,76,,25.9,7.0,10.4,1.1,,,,2.9,7.3,0.395,,,,1.3,2.3,0.549,0.4211
Nate Thurmond,600001,1964-65,SFW,23.0,77,,41.2,16.5,18.1,2.0,,,,6.7,16.1,0.419,,,,3.1,4.6,0.658,0.4552
Nate Thurmond,600001,1965-66,SFW,24.0,73,,39.6,16.3,18.0,1.5,,,,6.2,15.3,0.406,,,,3.8,5.9,0.654,0.4554
Nate Thurmond,600001,1966-67,SFW,25.0,65,,42.5,18.7,21.3,2.6,,,,7.2,16.4,0.437,,,,4.3,6.8,0.629,0.4822
Nate Thurmond,600001,1967-68,SFW,26.0,51,,43.6,20.5,22.0,4.2,,,,7.5,18.2,0.411,,,,5.5,8.6,0.644,0.4662
Nate Thurmond,600001,1968-69,SFW,27.0,71,,45.2,21.5,19.7,3.6,,,,8.0,19.6,0.41,,,,5.4,8.7,0.615,0.4589
Nate Thurmond,600001,1969-70,SFW,28.0,43,,44.6,21.9,17.7,3.5,,,,7.9,19.2,0.414,,,,6.1,8.0,0.754,0.482
Nate Thurmond,600001,1970-71,SFW,29.0,82,,40.9,20.0,13.8,3.1,,,,7.6,17.1,0.445,,,,4.8,6.6,0.73,0.4999
Nate Thurmond,600001,1971-72,GOS,30.0,78,,43.1,21.4,16.1,2.9,,,,8.1,18.6,0.432,,,,5.3,7.2,0.743,0.4915
Nate Thurmond,600001,1972-73,GOS,31.0,79,,43.3,17.1,17.1,3.5,,,,6.5,14.7,0.446,,,,4.0,5.6,0.718,0.4981
Nate Thurmond,600001,1973-74,GOS,32.0,62,,39.7,13.0,14.2,2.7,0.7,2.9,,5.0,11.2,0.444,,,,3.1,4.6,0.666,0.4915
Nate Thurmond,600001,1974-75,CHI,33.0,80,,34.5,7.9,11.3,4.1,0.6,2.4,,3.1,8.6,0.364,,,,1.7,2.8,0.589,0.4017
Nate Thurmond,600001,1975-76,CLE,34.0,65,,17.4,4.6,5.3,1.0,0.3,1.3,,1.9,4.5,0.418,,,,0.8,1.6,0.514,0.442
Nate Thurmond,600001,1975-76,CHI,34.0,13,,20.0,3.7,5.5,2.0,0.3,0.9,,1.5,3.5,0.444,,,,0.6,1.4,0.444,0.4495
Nate Thurmond,600001,1975-76,TOT,34.0,78,,17.9,4.4,5.3,1.2,0.3,1.3,,1.8,4.3,0.421,,,,0.8,1.6,0.504,0.4396
Nate Thurmond,600001,1976-77,CLE,35.0,49,,20.3,5.5,7.6,1.7,0.3,1.7,,2.0,5.0,0.407,,,,1.4,2.2,0.642,0.4608
Wes Unseld,78392,1968-69,BLT,23.0,82,,36.2,13.8,18.2,2.6,,,,5.2,10.9,0.476,,,,3.4,5.6,0.605,0.5163
Wes Unseld,78392,1969-70,BLT,24.0,82,,39.4,16.2,16.7,3.5,,,,6.4,12.4,0.518,,,,3.3,5.2,0.638,0.5515
Wes Unseld,78392,1970-71,BLT,25.0,74,,39.2,14.1,16.9,4.0,,,,5.7,11.4,0.501,,,,2.7,4.1,0.657,0.5339
Wes Unseld,78392,1971-72,BLT,26.0,76,,41.7,13.0,17.6,3.7,,,,5.4,10.8,0.498,,,,2.3,3.6,0.629,0.5249
Wes Unseld,78392,1972-73,BLT,27.0,79,,39.1,12.5,15.9,4.4,,,,5.3,10.8,0.493,,,,1.9,2.7,0.703,0.5214
Wes Unseld,78392,1973-74,CAP,28.0,56,,30.8,5.9,9.2,2.8,1.0,0.3,,2.6,5.9,0.438,,,,0.6,1.0,0.655,0.4653
Wes Unseld,78392,1974-75,WAS,29.0,73,,39.8,9.2,14.8,4.1,1.6,0.9,,3.7,7.5,0.502,,,,1.7,2.5,0.685,0.5349
Wes Unseld,78392,1975-76,WAS,30.0,78,,37.5,9.6,13.3,5.2,1.1,0.8,,4.1,7.3,0.561,,,,1.5,2.5,0.585,0.5714
Wes Unseld,78392,1976-77,WAS,31.0,82,,34.9,7.8,10.7,4.4,1.1,0.5,,3.3,6.7,0.49,,,,1.2,2.0,0.602,0.5145
Wes Unseld,78392,1977-78,WAS,32.0,80,,33.1,7.6,11.9,4.1,1.2,0.6,2.2,3.2,6.1,0.523,,,,1.2,2.2,0.538,0.5376
Wes Unseld,78392,1978-79,WAS,33.0,77,,31.2,10.9,10.8,4.1,0.9,0.5,2.0,4.5,7.8,0.577,,,,2.0,3.1,0.643,0.5947
Wes Unseld,78392,1979-80,WAS,34.0,82,,36.3,9.7,13.3,4.5,0.8,0.7,1.9,4.0,7.8,0.513,0.0,0.0,0.5,1.7,2.5,0.665,0.5449
Wes Unseld,78392,1980-81,WAS,35.0,63,,32.3,8.0,10.7,2.7,0.8,0.6,1.5,3.6,6.8,0.524,0.0,0.1,0.5,0.9,1.4,0.64,0.5394
Dwyane Wade,2548,2003-04,MIA,22.0,61,56.0,34.9,16.2,4.0,4.5,1.4,0.6,3.2,6.1,13.1,0.465,0.3,0.9,0.302,3.8,5.1,0.747,0.5279
Dwyane Wade,2548,2004-05,MIA,23.0,77,77.0,38.6,24.1,5.2,6.8,1.6,1.1,4.2,8.2,17.1,0.478,0.2,0.6,0.289,7.5,9.9,0.762,0.5616
Dwyane Wade,2548,2005-06,MIA,24.0,75,75.0,38.6,27.2,5.7,6.7,1.9,0.8,3.6,9.3,18.8,0.495,0.2,1.0,0.171,8.4,10.7,0.783,0.5785
Dwyane Wade,2548,2006-07,MIA,25.0,51,50.0,37.9,27.4,4.7,7.5,2.1,1.2,4.2,9.3,18.9,0.491,0.4,1.5,0.266,8.5,10.5,0.807,0.5825
Dwyane Wade,2548,2007-08,MIA,26.0,51,49.0,38.3,24.6,4.2,6.9,1.7,0.7,4.4,8.6,18.4,0.469,0.4,1.5,0.286,6.9,9.2,0.758,0.5479
Dwyane Wade,2548,2008-09,MIA,27.0,79,79.0,38.6,30.2,5.0,7.5,2.2,1.3,3.4,10.8,22.0,0.491,1.1,3.5,0.317,7.5,9.8,0.765,0.5739
Dwyane Wade,2548,2009-10,MIA,28.0,77,77.0,36.3,26.6,4.8,6.5,1.8,1.1,3.3,9.3,19.6,0.476,0.9,3.2,0.3,6.9,9.1,0.761,0.5635
Dwyane Wade,2548,2010-11,MIA,29.0,76,76.0,37.1,25.5,6.4,4.6,1.5,1.1,3.1,9.1,18.2,0.5,0.8,2.7,0.306,6.5,8.6,0.758,0.58
Dwyane Wade,2548,2011-12,MIA,30.0,49,49.0,33.2,22.1,4.8,4.6,1.7,1.3,2.6,8.5,17.1,0.497,0.3,1.1,0.268,4.8,6.1,0.791,0.5585
Dwyane Wade,2548,2012-13,MIA,31.0,69,69.0,34.7,21.2,5.0,5.1,1.9,0.8,2.8,8.2,15.8,0.521,0.2,1.0,0.258,4.5,6.2,0.725,0.5721
Dwyane Wade,2548,2013-14,MIA,32.0,54,53.0,32.9,19.0,4.5,4.7,1.5,0.5,3.0,7.7,14.1,0.545,0.2,0.6,0.281,3.5,4.8,0.733,0.586
Dwyane Wade,2548,2014-15,MIA,33.0,62,62.0,31.8,21.5,3.5,4.8,1.2,0.3,3.4,8.2,17.5,0.47,0.5,1.6,0.284,4.6,6.0,0.768,0.5338
Dwyane Wade,2548,2015-16,MIA,34.0,74,73.0,30.5,19.0,4.1,4.6,1.1,0.6,2.7,7.3,16.0,0.456,0.1,0.6,0.159,4.4,5.5,0.793,0.5157
Dwyane Wade,2548,2016-17,CHI,35.0,60,59.0,29.9,18.3,4.5,3.8,1.4,0.7,2.3,6.9,15.9,0.434,0.8,2.4,0.31,3.7,4.7,0.794,0.5092
Dwyane Wade,2548,2017-18,CLE,36.0,46,3.0,23.2,11.2,3.9,3.5,0.9,0.7,2.0,4.3,9.5,0.455,0.5,1.5,0.329,2.0,2.9,0.701,0.5197
Dwyane Wade,2548,2017-18,MIA,36.0,21,0.0,22.2,12.0,3.4,3.1,0.9,0.7,2.3,4.8,11.8,0.409,0.4,2.0,0.22,2.0,2.6,0.745,0.4635
Dwyane Wade,2548,2017-18,TOT,36.0,67,3.0,22.9,11.4,3.8,3.4,0.9,0.7,2.1,4.5,10.2,0.438,0.5,1.7,0.288,2.0,2.8,0.714,0.4986
Dwyane Wade,2548,2018-19,MIA,37.0,72,2.0,26.2,15.0,4.0,4.2,0.8,0.5,2.3,5.8,13.3,0.433,1.2,3.6,0.33,2.3,3.2,0.708,0.5099
Bill Walton,78450,1974-75,POR,22.0,35,,32.9,12.8,12.6,4.8,0.8,2.7,,5.1,9.9,0.513,,,,2.7,3.9,0.686,0.551
Bill Walton,78450,1975-76,POR,23.0,51,,33.1,16.1,13.4,4.3,1.0,1.6,,6.8,14.4,0.471,,,,2.6,4.5,0.583,0.4915
Bill Walton,78450,1976-77,POR,24.0,65,,34.8,18.6,14.4,3.8,1.0,3.2,,7.6,14.3,0.528,,,,3.5,5.0,0.697,0.5636
Bill Walton,78450,1977-78,POR,25.0,58,,33.3,18.9,13.2,5.0,1.0,2.5,3.6,7.9,15.2,0.522,,,,3.1,4.2,0.72,0.5543
Bill Walton,78450,1979-80,SDC,27.0,14,,24.1,13.9,9.0,2.4,0.6,2.7,2.6,5.8,11.5,0.503,0.0,0.0,,2.3,3.9,0.593,0.5259
Bill Walton,78450,1982-83,SDC,30.0,33,32.0,33.3,14.1,9.8,3.6,1.0,3.6,3.2,6.1,11.5,0.528,0.0,0.0,0.0,2.0,3.5,0.556,0.5406
Bill Walton,78450,1983-84,SDC,31.0,55,46.0,26.8,12.1,8.7,3.3,0.8,1.6,3.2,5.2,9.4,0.556,0.0,0.0,0.0,1.7,2.8,0.597,0.569
Bill Walton,78450,1984-85,LAC,32.0,67,37.0,24.6,10.1,9.0,2.3,0.7,2.1,2.6,4.0,7.7,0.521,0.0,0.0,0.0,2.1,3.0,0.68,0.5599
Bill Walton,78450,1985-86,BOS,33.0,80,2.0,19.3,7.6,6.8,2.1,0.5,1.3,1.9,2.9,5.1,0.562,0.0,0.0,,1.8,2.5,0.713,0.6129
Bill Walton,78450,1986-87,BOS,34.0,10,0.0,11.2,2.8,3.1,0.9,0.1,1.0,1.5,1.0,2.6,0.385,0.0,0.0,0.0,0.8,1.5,0.533,0.4294
Jerry West,78497,1960-61,LAL,23.0,79,,35.4,17.6,7.7,4.2,,,,6.7,16.0,0.419,,,,4.2,6.3,0.666,0.4688
Jerry West,78497,1961-62,LAL,24.0,75,,41.2,30.8,7.9,5.4,,,,10.7,23.9,0.445,,,,9.5,12.3,0.769,0.5254
Jerry West,78497,1962-63,LAL,25.0,55,,39.3,27.1,7.0,5.6,,,,10.2,22.1,0.461,,,,6.7,8.7,0.778,0.5226
Jerry West,78497,1963-64,LAL,26.0,72,,40.4,28.7,6.2,5.6,,,,10.3,21.2,0.484,,,,8.1,9.8,0.832,0.5625
Jerry West,78497,1964-65,LAL,27.0,74,,41.4,31.0,6.0,4.9,,,,11.1,22.4,0.497,,,,8.8,10.7,0.821,0.5718
Jerry West,78497,1965-66,LAL,28.0,79,,40.7,31.3,7.1,6.1,,,,10.4,21.9,0.473,,,,10.6,12.4,0.86,0.5721
Jerry West,78497,1966-67,LAL,29.0,66,,40.5,28.7,5.9,6.8,,,,9.8,21.0,0.464,,,,9.1,10.4,0.878,0.5611
Jerry West,78497,1967-68,LAL,30.0,51,,37.6,26.3,5.8,6.1,,,,9.3,18.2,0.514,,,,7.7,9.5,0.811,0.5876
Jerry West,78497,1968-69,LAL,31.0,61,,39.2,25.9,4.3,6.9,,,,8.9,19.0,0.471,,,,8.0,9.8,0.821,0.5555
Jerry West,78497,1969-70,LAL,32.0,74,,42.0,31.2,4.6,7.5,,,,11.2,22.6,0.497,,,,8.7,10.6,0.824,0.5722
Jerry West,78497,1970-71,LAL,33.0,69,,41.2,26.9,4.6,9.5,,,,9.7,19.6,0.494,,,,7.6,9.1,0.832,0.5698
Jerry West,78497,1971-72,LAL,34.0,77,,38.6,25.8,4.2,9.7,,,,9.5,20.0,0.477,,,,6.7,8.2,0.814,0.5464
Jerry West,78497,1972-73,LAL,35.0,69,,35.7,22.8,4.2,8.8,,,,9.0,18.7,0.479,,,,4.9,6.1,0.805,0.5331
Jerry West,78497,1973-74,LAL,36.0,31,,31.2,20.3,3.7,6.6,2.6,0.7,,7.5,16.7,0.447,,,,5.3,6.4,0.833,0.5201
Russell Westbrook,201566,2008-09,OKC,20.0,82,65.0,32.5,15.3,4.9,5.3,1.3,0.2,3.3,5.3,13.4,0.398,0.4,1.6,0.271,4.3,5.2,0.815,0.4876
Russell Westbrook,201566,2009-10,OKC,21.0,82,82.0,34.3,16.1,4.9,8.0,1.3,0.4,3.3,5.9,14.1,0.418,0.3,1.3,0.221,4.0,5.1,0.78,0.4925
Russell Westbrook,201566,2010-11,OKC,22.0,82,82.0,34.7,21.9,4.6,8.2,1.9,0.4,3.9,7.5,17.0,0.442,0.4,1.3,0.33,6.5,7.7,0.842,0.5371
Russell Westbrook,201566,2011-12,OKC,23.0,66,66.0,35.3,23.6,4.6,5.5,1.7,0.3,3.6,8.8,19.2,0.457,0.9,3.0,0.316,5.2,6.3,0.823,0.537
Russell Westbrook,201566,2012-13,OKC,24.0,82,82.0,34.9,23.2,5.2,7.4,1.8,0.3,3.3,8.2,18.7,0.438,1.2,3.7,0.323,5.6,7.0,0.8,0.5326
Russell Westbrook,201566,2013-14,OKC,25.0,46,46.0,30.7,21.8,5.7,6.9,1.9,0.2,3.8,7.5,17.2,0.437,1.5,4.7,0.318,5.3,6.4,0.826,0.5446
Russell Westbrook,201566,2014-15,OKC,26.0,67,67.0,34.4,28.1,7.3,8.6,2.1,0.2,4.4,9.4,22.0,0.426,1.3,4.3,0.299,8.1,9.8,0.835,0.534
Russell Westbrook,201566,2015-16,OKC,27.0,80,80.0,34.4,23.5,7.8,10.4,2.0,0.3,4.3,8.2,18.1,0.454,1.3,4.3,0.296,5.8,7.2,0.812,0.5525
Russell Westbrook,201566,2016-17,OKC,28.0,81,81.0,34.6,31.6,10.7,10.4,1.6,0.4,5.4,10.2,24.0,0.425,2.5,7.2,0.343,8.8,10.4,0.845,0.5529
Russell Westbrook,201566,2017-18,OKC,29.0,80,80.0,36.4,25.4,10.1,10.3,1.8,0.3,4.8,9.5,21.1,0.449,1.2,4.1,0.298,5.2,7.1,0.737,0.5243
Russell Westbrook,201566,2018-19,OKC,30.0,73,73.0,36.0,22.9,11.1,10.7,1.9,0.5,4.5,8.6,20.2,0.428,1.6,5.6,0.29,4.1,6.2,0.656,0.4994
Russell Westbrook,201566,2019-20,HOU,31.0,57,57.0,35.9,27.2,7.9,7.0,1.6,0.4,4.5,10.6,22.5,0.472,1.0,3.7,0.258,5.1,6.7,0.763,0.5344
Russell Westbrook,201566,2020-21,WAS,32.0,65,65.0,36.4,22.2,11.5,11.7,1.4,0.4,4.8,8.4,19.0,0.439,1.3,4.2,0.315,4.2,6.4,0.656,0.5088
Russell Westbrook,201566,2021-22,LAL,33.0,78,78.0,34.3,18.5,7.4,7.1,1.0,0.3,3.8,7.0,15.8,0.444,1.0,3.4,0.298,3.4,5.1,0.667,0.5126
Russell Westbrook,201566,2022-23,LAL,34.0,52,3.0,28.7,15.9,6.2,7.5,1.0,0.4,3.5,5.8,14.0,0.417,1.2,4.1,0.296,3.0,4.6,0.655,0.4961
Russell Westbrook,201566,2022-23,LAC,34.0,21,21.0,30.2,15.8,4.9,7.6,1.1,0.5,3.4,6.1,12.5,0.489,1.2,3.5,0.356,2.4,3.6,0.658,0.5609
Russell Westbrook,201566,2022-23,TOT,34.0,73,24.0,29.1,15.9,5.8,7.5,1.0,0.5,3.5,5.9,13.6,0.436,1.2,3.9,0.311,2.8,4.3,0.656,0.5132
Russell Westbrook,201566,2023-24,LAC,35.0,68,11.0,22.5,11.1,5.0,4.5,1.1,0.3,2.1,4.4,9.8,0.454,0.6,2.3,0.273,1.6,2.4,0.688,0.5112
Russell Westbrook,201566,2024-25,DEN,36.0,75,36.0,27.9,13.3,4.9,6.1,1.4,0.5,3.2,5.0,11.1,0.449,1.3,3.9,0.323,2.1,3.1,0.661,0.5335
Russell Westbrook,201566,2025-26,SAC,37.0,64,58.0,29.0,15.2,5.4,6.7,1.3,0.2,3.3,5.6,13.1,0.427,2.0,5.9,0.338,2.0,2.9,0.694,0.5287
Lenny Wilkens,78530,1960-61,STL,23.0,75,,25.3,11.7,4.5,2.8,,,,4.4,10.4,0.425,,,,2.9,4.0,0.713,0.4811
Lenny Wilkens,78530,1961-62,STL,24.0,20,,43.5,18.2,6.6,5.8,,,,7.0,18.2,0.385,,,,4.2,5.5,0.764,0.4413
Lenny Wilkens,78530,1962-63,STL,25.0,75,,34.3,11.8,5.4,5.1,,,,4.4,11.1,0.399,,,,3.0,4.3,0.696,0.4541
Lenny Wilkens,78530,1963-64,STL,26.0,78,,32.4,12.0,4.3,4.6,,,,4.3,10.4,0.413,,,,3.5,4.7,0.74,0.4812
Lenny Wilkens,78530,1964-65,STL,27.0,78,,36.6,16.5,4.7,5.5,,,,5.6,13.4,0.414,,,,5.3,7.2,0.746,0.4979
Lenny Wilkens,78530,1965-66,STL,28.0,69,,39.0,18.0,4.7,6.2,,,,6.0,13.8,0.431,,,,6.1,7.7,0.793,0.5236
Lenny Wilkens,78530,1966-67,STL,29.0,78,,38.1,17.4,5.3,5.7,,,,5.7,13.3,0.432,,,,5.9,7.5,0.787,0.5241
Lenny Wilkens,78530,1967-68,STL,30.0,82,,38.6,20.0,5.3,8.3,,,,6.7,15.2,0.438,,,,6.7,8.7,0.768,0.5255
Lenny Wilkens,78530,1968-69,SEA,31.0,82,,42.2,22.4,6.2,8.2,,,,7.9,17.8,0.44,,,,6.7,8.7,0.77,0.5178
Lenny Wilkens,78530,1969-70,SEA,32.0,75,,37.4,17.8,5.0,9.1,,,,6.0,14.2,0.42,,,,5.8,7.4,0.788,0.5099
Lenny Wilkens,78530,1970-71,SEA,33.0,71,,37.2,19.8,4.5,9.2,,,,6.6,15.8,0.419,,,,6.5,8.1,0.803,0.5113
Lenny Wilkens,78530,1971-72,SEA,34.0,80,,37.4,18.0,4.2,9.6,,,,6.0,12.8,0.466,,,,6.0,7.8,0.774,0.5545
Lenny Wilkens,78530,1972-73,CLE,35.0,75,,39.6,20.5,4.6,8.4,,,,7.6,17.0,0.449,,,,5.3,6.3,0.828,0.5184
Lenny Wilkens,78530,1973-74,CLE,36.0,74,,33.6,16.4,3.7,7.1,1.3,0.2,,6.2,13.4,0.465,,,,3.9,4.9,0.801,0.5271
Lenny Wilkens,78530,1974-75,POR,37.0,65,,17.9,6.5,1.8,3.6,1.2,0.1,,2.1,4.7,0.439,,,,2.3,3.0,0.768,0.5399
Dominique Wilkins,1122,1982-83,ATL,23.0,82,82.0,32.9,17.5,5.8,1.6,1.0,0.8,2.2,7.3,14.9,0.493,0.0,0.1,0.182,2.8,4.1,0.682,0.5238
Dominique Wilkins,1122,1983-84,ATL,24.0,81,81.0,36.6,21.6,7.2,1.6,1.4,1.1,2.7,8.4,17.6,0.479,0.0,0.1,0.0,4.7,6.1,0.77,0.5324
Dominique Wilkins,1122,1984-85,ATL,25.0,81,81.0,37.3,27.4,6.9,2.5,1.7,0.7,2.8,10.5,23.3,0.451,0.3,1.0,0.309,6.0,7.4,0.806,0.5159
Dominique Wilkins,1122,1985-86,ATL,26.0,78,78.0,39.1,30.3,7.9,2.6,1.8,0.6,3.2,11.4,24.3,0.468,0.2,0.9,0.186,7.4,9.0,0.818,0.5361
Dominique Wilkins,1122,1986-87,ATL,27.0,79,79.0,37.6,29.0,6.3,3.3,1.5,0.6,2.7,10.5,22.6,0.463,0.4,1.3,0.292,7.7,9.4,0.818,0.5423
Dominique Wilkins,1122,1987-88,ATL,28.0,78,76.0,37.8,30.7,6.4,2.9,1.3,0.6,2.8,11.7,25.1,0.464,0.5,1.7,0.295,6.9,8.4,0.826,0.5331
Dominique Wilkins,1122,1988-89,ATL,29.0,80,80.0,37.5,26.2,6.9,2.6,1.5,0.7,2.3,10.2,22.0,0.464,0.4,1.3,0.276,5.5,6.6,0.844,0.526
Dominique Wilkins,1122,1989-90,ATL,30.0,80,79.0,36.1,26.7,6.5,2.5,1.6,0.6,2.2,10.1,20.9,0.484,0.7,2.3,0.322,5.7,7.1,0.807,0.5557
Dominique Wilkins,1122,1990-91,ATL,31.0,81,81.0,38.0,25.9,9.0,3.3,1.5,0.8,2.5,9.5,20.2,0.47,1.0,3.1,0.341,5.9,7.1,0.829,0.5552
Dominique Wilkins,1122,1991-92,ATL,32.0,42,42.0,38.1,28.1,7.0,3.8,1.2,0.6,2.9,10.1,21.8,0.464,0.9,3.0,0.289,7.0,8.4,0.835,0.5511
Dominique Wilkins,1122,1992-93,ATL,33.0,71,70.0,37.3,29.9,6.8,3.2,1.0,0.4,2.6,10.4,22.3,0.468,1.7,4.5,0.38,7.3,8.8,0.828,0.5712
Dominique Wilkins,1122,1993-94,ATL,34.0,49,49.0,34.4,24.4,6.2,2.3,1.3,0.4,2.4,8.8,20.3,0.432,1.2,4.0,0.308,5.6,6.6,0.854,0.5258
Dominique Wilkins,1122,1993-94,LAC,34.0,25,25.0,37.9,29.1,7.0,2.2,1.2,0.3,2.1,10.7,23.7,0.453,1.0,3.9,0.247,6.7,8.0,0.835,0.5345
Dominique Wilkins,1122,1993-94,TOT,34.0,74,74.0,35.6,26.0,6.5,2.3,1.2,0.4,2.3,9.4,21.5,0.44,1.1,4.0,0.288,6.0,7.1,0.847,0.5279
Dominique Wilkins,1122,1994-95,BOS,35.0,77,64.0,31.5,17.8,5.2,2.2,0.8,0.2,2.2,6.4,15.2,0.424,1.5,3.8,0.388,3.5,4.4,0.782,0.5194
Dominique Wilkins,1122,1996-97,SAS,37.0,63,26.0,30.9,18.2,6.4,1.9,0.6,0.5,2.1,6.3,15.1,0.417,1.1,3.8,0.293,4.5,5.6,0.803,0.5181
Dominique Wilkins,1122,1998-99,ORL,39.0,27,2.0,9.3,5.0,2.6,0.6,0.1,0.0,0.9,1.9,4.9,0.379,0.2,0.7,0.263,1.1,1.6,0.69,0.4461
James Worthy,1460,1982-83,LAL,22.0,77,1.0,25.6,13.4,5.2,1.7,1.2,0.8,2.3,5.8,10.0,0.579,0.0,0.1,0.25,1.8,2.9,0.624,0.5942
James Worthy,1460,1983-84,LAL,23.0,82,53.0,29.5,14.5,6.3,2.5,0.9,0.9,2.2,6.0,10.9,0.556,0.0,0.1,0.0,2.4,3.1,0.759,0.5912
James Worthy,1460,1984-85,LAL,24.0,80,76.0,33.7,17.6,6.4,2.5,1.1,0.8,2.5,7.6,13.3,0.572,0.0,0.1,0.0,2.4,3.1,0.776,0.6001
James Worthy,1460,1985-86,LAL,25.0,75,73.0,32.7,20.0,5.2,2.7,1.1,1.0,2.0,8.4,14.5,0.579,0.0,0.2,0.0,3.2,4.2,0.771,0.6117
James Worthy,1460,1986-87,LAL,26.0,82,82.0,34.4,19.4,5.7,2.8,1.3,1.0,2.0,7.9,14.7,0.539,0.0,0.2,0.0,3.6,4.7,0.751,0.5785
James Worthy,1460,1987-88,LAL,27.0,75,72.0,35.4,19.7,5.0,3.9,1.0,0.7,2.1,8.2,15.5,0.531,0.0,0.2,0.125,3.2,4.1,0.796,0.5692
James Worthy,1460,1988-89,LAL,28.0,81,81.0,36.5,20.5,6.0,3.6,1.3,0.7,2.2,8.7,15.8,0.548,0.0,0.3,0.087,3.1,4.0,0.782,0.5837
James Worthy,1460,1989-90,LAL,29.0,80,80.0,37.0,21.1,6.0,3.6,1.2,0.6,2.0,8.9,16.2,0.548,0.2,0.6,0.306,3.1,4.0,0.782,0.5874
James Worthy,1460,1990-91,LAL,30.0,78,74.0,38.6,21.4,4.6,3.5,1.3,0.4,1.6,9.2,18.7,0.492,0.3,1.2,0.289,2.7,3.4,0.797,0.5298
James Worthy,1460,1991-92,LAL,31.0,54,54.0,39.0,19.9,5.6,4.7,1.4,0.4,2.4,8.3,18.6,0.447,0.2,0.8,0.209,3.1,3.8,0.814,0.4908
James Worthy,1460,1992-93,LAL,32.0,82,69.0,28.8,14.9,3.0,3.4,1.1,0.3,1.7,6.2,13.9,0.447,0.4,1.4,0.27,2.1,2.6,0.81,0.4952
James Worthy,1460,1993-94,LAL,33.0,80,2.0,20.0,10.2,2.3,1.9,0.6,0.2,1.2,4.3,10.5,0.406,0.4,1.4,0.288,1.3,1.7,0.741,0.4534
Luka Doncic,1629029,2018-19,DAL,20.0,72,72.0,32.2,21.2,7.8,6.0,1.1,0.3,3.4,7.0,16.5,0.427,2.3,7.1,0.327,4.8,6.7,0.713,0.545
Luka Doncic,1629029,2019-20,DAL,21.0,61,61.0,33.6,28.8,9.4,8.8,1.0,0.2,4.3,9.5,20.6,0.463,2.8,8.9,0.316,7.0,9.2,0.758,0.5842
Luka Doncic,1629029,2020-21,DAL,22.0,66,66.0,34.3,27.7,8.0,8.6,1.0,0.5,4.3,9.8,20.5,0.479,2.9,8.3,0.35,5.2,7.1,0.73,0.5863
Luka Doncic,1629029,2021-22,DAL,23.0,65,65.0,35.4,28.4,9.1,8.7,1.2,0.6,4.5,9.9,21.6,0.457,3.1,8.8,0.353,5.6,7.5,0.744,0.5703
Luka Doncic,1629029,2022-23,DAL,24.0,66,66.0,36.2,32.4,8.6,8.0,1.4,0.5,3.6,10.9,22.0,0.496,2.8,8.2,0.342,7.8,10.5,0.742,0.6086
