nba_id,year,player_name,GamesPlayed,Minutes,Pos2,TeamAbbreviation,playoffs,TS_pct,d_Points_Per100,d_Points_PerGame,rTSPct,d_Points_Created_Per100,d_Points_Created_PerGame,dpm,o_dpm,d_Assists_Per100,d_Assists_PerGame,d_dpm,netrtg_on_off,PASSING_on-ball-time%,SFC_pct,playtype_diff,pt_adj_rTS
201935,2014,James Harden,73,2778,SG,HOU,0,0.612,33.065,25.356,7.128,51.697,39.644,4.49,5.82,7.967,6.11,-1.33,7.777,27.5,6.173,0.561,7.689
201939,2014,Stephen Curry,78,2846,PG,GSW,0,0.609,32.585,24.013,6.803,58.438,43.064,5.79,4.91,11.587,8.538,0.88,15.552,40.0,13.137,1.802,8.604
202331,2014,Paul George,80,2898,SF,IND,0,0.549,31.235,21.712,0.842,42.564,29.588,3.83,1.93,5.089,3.538,1.91,6.776,21.0,6.537,1.465,2.307
202681,2014,Kyrie Irving,71,2496,PG,CLE,0,0.53,30.588,20.817,-1.122,50.559,34.408,0.78,1.91,8.961,6.099,-1.13,-4.021,38.5,9.115,2.061,0.939
202691,2014,Klay Thompson,81,2868,SG,GSW,0,0.553,25.928,18.37,1.232,33.037,23.407,1.91,1.89,3.154,2.235,0.03,15.208,8.7,12.486,0.639,1.871
202695,2014,Kawhi Leonard,66,1923,SF,SAS,0,0.605,22.193,12.788,6.445,30.529,17.591,4.14,2.17,3.497,2.015,1.96,4.039,11.7,10.433,-0.923,5.522
202710,2014,Jimmy Butler,67,2591,SG,CHI,0,0.517,18.193,13.104,-2.392,26.357,18.985,2.3,0.86,3.626,2.612,1.44,5.862,10.8,6.675,-0.643,-3.035
203076,2014,Anthony Davis,67,2358,PF,NOP,0,0.579,30.712,20.806,3.82,35.955,24.358,2.13,2.05,2.313,1.567,0.08,0.852,9.7,12.269,-0.718,3.102
203081,2014,Damian Lillard,82,2937,PG,POR,0,0.562,29.019,20.671,2.055,47.355,33.732,1.35,3.03,7.824,5.573,-1.69,6.087,41.7,9.945,2.11,4.166
203110,2014,Draymond Green,82,1796,SF,GSW,0,0.492,14.226,6.232,-4.871,24.193,10.598,1.8,-0.41,4.232,1.854,2.21,-0.429,10.7,12.099,-1.594,-6.465
203507,2014,Giannis Antetokounmpo,77,1897,SF,MIL,0,0.51,14.415,6.818,-3.129,23.668,11.195,-0.99,-1.38,4.119,1.948,0.4,6.725,13.0,13.072,-1.26,-4.389
708,2015,Kevin Garnett,47,952,PF,MIN,0,0.494,17.816,6.872,-4.012,27.523,10.617,0.09,-3.0,4.247,1.638,3.08,6.52,9.6,13.684,-0.55,-4.562
977,2015,Kobe Bryant,35,1207,SG,LAL,0,0.474,32.556,22.343,-6.045,50.916,34.943,-1.27,1.52,8.201,5.629,-2.79,-7.418,31.6,9.325,2.811,-3.233
1495,2015,Tim Duncan,77,2227,C,SAS,0,0.558,24.643,13.896,2.387,36.458,20.558,3.75,-1.08,5.297,2.987,4.83,1.06,12.0,8.812,-1.372,1.015
1713,2015,Vince Carter,66,1091,SG,MEM,0,0.441,18.208,5.818,-9.335,26.221,8.379,-1.3,-1.69,3.746,1.197,0.39,-4.072,10.8,17.685,1.409,-7.927
1717,2015,Dirk Nowitzki,77,2282,PF,DAL,0,0.555,29.609,17.312,2.084,37.139,21.714,1.87,1.91,3.176,1.857,-0.04,0.939,9.6,11.534,0.996,3.08
1718,2015,Paul Pierce,73,1914,SF,WAS,0,0.577,22.872,11.89,4.336,31.014,16.123,0.85,-0.05,3.794,1.973,0.91,5.561,9.0,13.292,-0.386,3.95
1938,2015,Manu Ginobili,70,1587,SG,SAS,0,0.541,23.458,10.543,0.668,44.914,20.186,2.49,0.9,9.313,4.186,1.59,4.985,22.9,14.286,1.295,1.962
2200,2015,Pau Gasol,78,2681,PF,CHI,0,0.548,27.632,18.538,1.373,37.283,25.013,-0.51,-0.12,4.013,2.692,-0.39,0.742,12.3,7.098,-0.107,1.265
2225,2015,Tony Parker,68,1953,PG,SAS,0,0.537,25.732,14.353,0.347,46.507,25.941,-0.52,0.63,8.832,4.926,-1.16,-1.388,43.4,10.672,2.315,2.662
2544,2015,LeBron James,69,2494,SF,CLE,0,0.576,36.275,25.261,4.161,61.873,43.087,7.88,6.68,10.635,7.406,1.19,16.926,35.4,8.566,1.7,5.861
2546,2015,Carmelo Anthony,40,1428,SF,NYK,0,0.528,35.897,24.15,-0.59,46.451,31.25,2.21,3.42,4.534,3.05,-1.21,8.611,18.6,7.692,2.049,1.459
2547,2015,Chris Bosh,44,1556,C,MIA,0,0.541,31.879,21.091,0.676,39.196,25.932,1.51,0.76,3.263,2.159,0.75,-1.637,13.3,5.281,1.602,2.277
2548,2015,Dwyane Wade,62,1971,SG,MIA,0,0.53,35.645,21.468,-0.406,54.097,32.581,2.21,2.95,8.007,4.823,-0.74,1.714,28.1,11.613,1.922,1.515
2730,2015,Dwight Howard,41,1223,C,HOU,0,0.594,26.595,15.756,5.975,31.783,18.829,2.93,0.17,2.058,1.22,2.76,7.945,11.7,12.254,-0.27,5.705
101108,2015,Chris Paul,82,2858,PG,LAC,0,0.59,27.677,19.073,5.611,61.44,42.341,8.03,6.01,14.829,10.22,2.02,21.28,48.0,9.461,2.764,8.376
201142,2015,Kevin Durant,27,913,SF,OKC,0,0.629,36.961,25.407,9.505,50.431,34.667,6.61,6.42,5.927,4.074,0.19,7.764,18.1,9.426,1.419,10.924
201566,2015,Russell Westbrook,67,2302,PG,OKC,0,0.531,40.051,28.149,-0.29,67.551,47.478,5.64,5.72,12.189,8.567,-0.08,6.617,47.3,6.733,0.319,0.029
201935,2015,James Harden,81,2981,SG,HOU,0,0.598,37.136,27.37,6.409,60.251,44.407,5.94,6.62,9.464,6.975,-0.68,8.265,33.8,9.035,1.467,7.875
201939,2015,Stephen Curry,80,2613,PG,GSW,0,0.636,34.882,23.75,10.236,60.988,41.525,7.08,6.16,11.364,7.738,0.92,18.791,34.4,9.706,0.355,10.592
202681,2015,Kyrie Irving,75,2730,PG,CLE,0,0.581,30.752,21.707,4.677,47.884,33.8,2.51,3.58,7.348,5.187,-1.07,9.809,35.4,7.338,2.086,6.763
202691,2015,Klay Thompson,77,2455,SG,GSW,0,0.589,32.964,21.662,5.494,42.945,28.221,3.46,3.48,4.387,2.883,-0.02,12.925,12.7,9.211,0.466,5.96
202695,2015,Kawhi Leonard,64,2033,SF,SAS,0,0.565,26.611,16.516,3.099,35.901,22.281,4.85,2.77,4.053,2.516,2.09,10.482,14.8,9.233,0.148,3.246
202710,2015,Jimmy Butler,65,2514,SG,CHI,0,0.576,26.814,20.015,4.24,36.954,27.585,3.07,1.78,4.369,3.262,1.29,3.822,13.8,6.31,-0.132,4.108
203076,2015,Anthony Davis,68,2455,PF,NOP,0,0.589,35.167,24.353,5.481,42.684,29.559,4.21,2.82,3.164,2.191,1.39,11.768,10.9,8.704,-0.121,5.36
203081,2015,Damian Lillard,82,2925,PG,POR,0,0.557,29.97,20.976,2.327,50.462,35.317,2.18,3.28,8.834,6.183,-1.1,2.204,45.6,6.713,2.36,4.687
203110,2015,Draymond Green,79,2490,PF,GSW,0,0.54,17.922,11.658,0.586,31.504,20.494,2.86,0.68,5.663,3.684,2.18,15.558,12.0,11.92,-2.037,-1.451
203507,2015,Giannis Antetokounmpo,81,2541,SG,MIL,0,0.551,20.85,12.716,1.68,30.709,18.728,0.25,-0.62,4.19,2.556,0.87,-0.604,14.0,11.683,-1.337,0.343
708,2016,Kevin Garnett,38,556,PF,MIN,0,0.488,11.307,3.211,-5.3,23.818,6.763,0.06,-3.32,5.746,1.632,3.37,10.881,9.8,14.213,-0.874,-6.174
977,2016,Kobe Bryant,66,1863,SF,LAL,0,0.468,30.828,17.591,-7.343,41.875,23.894,-1.87,1.25,4.886,2.788,-3.12,-10.431,19.6,9.054,2.888,-4.455
1495,2016,Tim Duncan,61,1537,C,SAS,0,0.526,17.564,8.557,-1.479,29.475,14.361,3.11,-1.58,5.485,2.672,4.69,4.406,9.9,10.189,-1.732,-3.211
1713,2016,Vince Carter,60,1005,SG,MEM,0,0.514,19.799,6.583,-2.668,26.165,8.7,-1.94,-1.43,2.807,0.933,-0.51,-0.59,11.1,17.262,1.093,-1.575
1717,2016,Dirk Nowitzki,75,2364,PF,DAL,0,0.549,29.493,18.293,0.803,36.457,22.613,2.22,1.88,2.837,1.76,0.33,8.028,9.4,10.359,1.31,2.113
1718,2016,Paul Pierce,68,1230,SF,LAC,0,0.487,17.097,6.132,-5.385,23.944,8.588,-2.14,-2.08,2.911,1.044,-0.06,-4.515,9.4,15.098,0.255,-5.13
1938,2016,Manu Ginobili,58,1134,SG,SAS,0,0.568,24.471,9.569,2.717,41.931,16.397,2.37,0.56,7.804,3.052,1.81,4.722,20.0,11.765,0.86,3.577
2200,2016,Pau Gasol,72,2292,C,CHI,0,0.528,25.816,16.486,-1.344,40.365,25.778,-0.93,-0.77,6.394,4.083,-0.15,2.018,13.7,9.073,-0.018,-1.362
2225,2016,Tony Parker,72,1981,PG,SAS,0,0.542,22.382,11.903,0.141,44.346,23.583,-0.05,0.36,9.898,5.264,-0.41,-1.162,44.9,8.174,2.155,2.296
2544,2016,LeBron James,76,2709,SF,CLE,0,0.59,36.551,25.263,4.948,60.689,41.947,8.64,6.94,9.785,6.763,1.7,17.212,30.0,7.559,0.755,5.702
2546,2016,Carmelo Anthony,72,2530,SF,NYK,0,0.524,32.037,21.847,-1.692,46.375,31.625,2.15,3.13,6.09,4.153,-0.99,4.887,20.4,12.106,2.679,0.987
2547,2016,Chris Bosh,53,1778,PF,MIA,0,0.568,29.662,19.057,2.71,38.238,24.566,1.74,0.72,3.759,2.415,1.01,-2.172,12.5,8.824,1.023,3.733
2548,2016,Dwyane Wade,74,2258,SG,MIA,0,0.512,32.03,19.041,-2.856,49.966,29.703,1.41,2.05,7.82,4.649,-0.64,-5.147,26.3,10.969,1.787,-1.069
2730,2016,Dwight Howard,71,2280,C,HOU,0,0.599,21.375,13.746,5.777,26.478,17.028,2.15,-0.45,2.146,1.38,2.6,-0.188,9.4,10.993,-2.807,2.97
101108,2016,Chris Paul,74,2420,PG,LAC,0,0.566,29.723,19.541,2.497,64.872,42.649,8.15,5.9,15.17,9.973,2.24,16.487,52.1,7.563,3.021,5.518
201142,2016,Kevin Durant,72,2578,SF,OKC,0,0.631,38.721,28.181,9.012,54.504,39.667,6.34,6.43,6.889,5.014,-0.09,13.921,20.0,8.905,1.165,10.177
201566,2016,Russell Westbrook,80,2750,PG,OKC,0,0.55,33.668,23.475,0.947,66.44,46.325,6.84,6.45,14.952,10.425,0.39,13.772,49.2,8.571,0.888,1.835
201935,2016,James Harden,82,3125,SG,HOU,0,0.595,37.512,28.976,5.443,60.53,46.756,5.43,6.2,9.662,7.463,-0.77,7.331,34.7,8.624,1.618,7.061
201939,2016,Stephen Curry,79,2700,PG,GSW,0,0.669,41.659,30.063,12.781,63.094,45.532,7.65,6.59,9.244,6.671,1.05,22.96,33.9,9.133,0.202,12.983
202331,2016,Paul George,81,2819,SF,IND,0,0.554,32.722,23.136,1.28,45.469,32.148,4.06,1.85,5.745,4.062,2.21,3.8,19.2,9.508,1.192,2.472
202681,2016,Kyrie Irving,53,1667,PG,CLE,0,0.537,32.369,19.642,-0.447,51.026,30.962,2.21,3.85,7.774,4.717,-1.64,0.541,39.2,8.571,2.525,2.078
202691,2016,Klay Thompson,80,2666,SG,GSW,0,0.597,31.864,22.138,5.556,38.773,26.938,3.35,4.13,2.987,2.075,-0.79,12.994,10.1,10.294,-0.32,5.236
202695,2016,Kawhi Leonard,72,2380,SF,SAS,0,0.614,32.873,21.153,7.251,42.046,27.056,6.68,4.32,4.015,2.583,2.36,7.507,16.1,7.342,1.358,8.61
202710,2016,Jimmy Butler,67,2474,SG,CHI,0,0.556,28.504,20.881,1.474,43.684,32.0,2.55,1.93,6.54,4.791,0.62,2.959,23.6,7.867,1.074,2.549
203076,2016,Anthony Davis,61,2164,C,NOP,0,0.552,33.875,24.279,1.056,40.142,28.77,2.31,1.65,2.653,1.902,0.66,-1.089,11.9,8.96,-0.187,0.868
203081,2016,Damian Lillard,75,2676,PG,POR,0,0.555,34.694,25.053,1.428,57.164,41.28,2.55,4.1,9.453,6.827,-1.55,2.2,48.9,9.443,2.963,4.392
203110,2016,Draymond Green,81,2808,PF,GSW,0,0.585,19.196,13.963,4.44,43.143,31.383,4.52,1.87,10.149,7.383,2.65,26.376,16.8,8.866,-1.604,2.837
203507,2016,Giannis Antetokounmpo,80,2823,PG,MIL,0,0.563,24.403,16.875,2.244,38.033,26.3,1.49,1.17,6.236,4.312,0.32,4.341,22.1,11.279,-1.026,1.218
203999,2016,Nikola Jokic,80,1733,C,DEN,0,0.583,23.295,9.95,4.172,36.114,15.425,3.12,0.7,5.531,2.362,2.42,9.804,12.6,12.288,-1.653,2.519
1626164,2016,Devin Booker,76,2108,SG,PHX,0,0.531,24.366,13.789,-0.985,35.294,19.974,-2.69,-0.4,4.65,2.632,-2.3,-4.498,18.3,14.847,0.641,-0.343
1713,2017,Vince Carter,73,1800,SF,MEM,0,0.537,17.03,8.027,-1.487,25.894,12.205,-0.97,-0.93,3.865,1.822,-0.04,6.752,10.2,21.094,1.457,-0.03
1717,2017,Dirk Nowitzki,54,1424,PF,DAL,0,0.524,27.386,14.241,-2.793,34.58,17.981,0.17,-0.18,2.92,1.519,0.35,1.421,8.5,13.58,0.669,-2.125
1938,2017,Manu Ginobili,69,1291,SG,SAS,0,0.534,19.591,7.493,-1.791,35.847,13.71,1.0,-0.54,6.934,2.652,1.54,3.717,15.9,12.418,0.657,-1.134
2200,2017,Pau Gasol,64,1627,C,SAS,0,0.576,25.04,12.375,2.358,35.694,17.641,-1.53,-1.65,4.742,2.344,0.12,-1.541,11.5,9.418,-0.848,1.51
2225,2017,Tony Parker,63,1587,PG,SAS,0,0.514,21.189,10.127,-3.813,42.411,20.27,-0.8,-0.03,9.465,4.524,-0.77,-2.408,42.1,11.007,1.765,-2.048
2544,2017,LeBron James,74,2795,SF,CLE,0,0.622,35.15,26.405,7.049,64.67,48.581,8.26,6.66,11.621,8.73,1.6,16.821,33.9,6.345,0.348,7.397
2546,2017,Carmelo Anthony,74,2538,SF,NYK,0,0.533,32.761,22.419,-1.882,42.615,29.162,0.11,1.57,4.206,2.878,-1.46,-2.947,17.8,11.876,2.513,0.632
2548,2017,Dwyane Wade,60,1792,SG,CHI,0,0.506,30.717,18.267,-4.561,45.235,26.9,-0.11,0.52,6.39,3.8,-0.63,-5.042,22.0,13.024,1.515,-3.046
2730,2017,Dwight Howard,74,2199,C,ATL,0,0.622,22.737,13.541,6.959,28.069,16.716,1.07,-1.16,2.36,1.405,2.23,-3.177,9.1,11.339,-2.647,4.312
101108,2017,Chris Paul,61,1921,PG,LAC,0,0.605,28.803,18.098,5.314,62.484,39.262,8.19,5.93,14.688,9.23,2.26,19.855,48.5,7.258,2.387,7.701
201142,2017,Kevin Durant,62,2070,PF,GSW,0,0.653,35.722,25.081,10.09,52.493,36.855,5.84,5.83,6.892,4.839,0.01,8.447,16.3,9.252,-0.248,9.842
201566,2017,Russell Westbrook,81,2802,PG,OKC,0,0.55,44.225,31.58,-0.187,76.833,54.864,6.71,6.29,14.523,10.37,0.42,12.738,53.3,8.998,1.744,1.557
201935,2017,James Harden,81,2947,PG,HOU,0,0.619,38.328,29.086,6.684,73.825,56.025,5.1,6.29,14.755,11.198,-1.19,3.92,50.9,7.88,2.571,9.255
201939,2017,Stephen Curry,79,2639,PG,GSW,0,0.624,35.563,25.304,7.182,57.107,40.633,8.02,6.26,9.322,6.633,1.76,18.587,31.7,12.067,0.12,7.302
202331,2017,Paul George,75,2689,SF,IND,0,0.585,33.023,23.667,3.341,43.926,31.48,4.61,2.86,4.67,3.347,1.75,8.733,17.9,9.06,1.62,4.961
202681,2017,Kyrie Irving,72,2525,PG,CLE,0,0.581,35.854,25.222,2.887,55.854,39.292,2.8,4.36,8.253,5.806,-1.55,7.821,38.1,9.078,2.003,4.89
202691,2017,Klay Thompson,78,2649,SG,GSW,0,0.59,31.835,22.333,3.754,38.505,27.013,2.62,2.9,2.924,2.051,-0.28,8.546,9.7,8.991,-0.364,3.39
202695,2017,Kawhi Leonard,74,2475,SF,SAS,0,0.608,39.211,25.514,5.619,52.586,34.216,6.54,4.69,5.4,3.514,1.85,2.248,20.9,7.306,1.642,7.261
202710,2017,Jimmy Butler,76,2809,SF,CHI,0,0.58,32.498,23.895,2.77,49.66,36.513,3.39,2.19,7.462,5.487,1.2,10.471,28.4,6.607,1.565,4.335
203076,2017,Anthony Davis,75,2708,C,NOP,0,0.576,38.164,27.987,2.439,45.036,33.027,3.04,1.52,2.855,2.093,1.52,8.937,12.8,8.015,-0.147,2.292
203081,2017,Damian Lillard,75,2693,PG,POR,0,0.585,37.213,26.987,3.28,56.315,40.84,3.61,5.1,8.09,5.867,-1.49,4.59,45.1,11.072,2.447,5.727
203110,2017,Draymond Green,76,2471,PF,GSW,0,0.517,15.071,10.211,-3.536,39.309,26.632,4.18,0.89,10.352,7.013,3.29,12.261,17.6,8.94,-1.831,-5.366
203507,2017,Giannis Antetokounmpo,80,2845,SF,MIL,0,0.597,32.938,22.9,4.526,51.996,36.15,3.72,2.35,7.803,5.425,1.37,3.264,30.0,10.993,-0.973,3.553
203954,2017,Joel Embiid,31,786,C,PHI,0,0.577,39.237,20.226,2.494,49.499,25.516,2.58,0.53,4.13,2.129,2.05,11.247,17.3,11.679,-0.049,2.445
203999,2017,Nikola Jokic,73,2038,C,DEN,0,0.641,29.03,16.726,8.861,48.407,27.89,5.12,3.79,8.535,4.918,1.33,11.828,17.5,8.872,-1.427,7.434
1626164,2017,Devin Booker,78,2731,SG,PHX,0,0.531,30.17,22.128,-2.11,41.182,30.205,-1.12,0.92,4.684,3.436,-2.04,2.991,18.3,12.774,1.038,-1.072
1713,2018,Vince Carter,58,1026,SF,SAC,0,0.525,15.611,5.397,-3.083,23.691,8.19,-1.82,-2.35,3.441,1.19,0.53,4.611,10.4,17.825,0.507,-2.576
1717,2018,Dirk Nowitzki,77,1900,C,DAL,0,0.573,24.433,12.039,1.709,31.892,15.714,-0.1,-0.58,3.163,1.558,0.48,0.593,8.0,10.658,-0.036,1.673
1938,2018,Manu Ginobili,65,1299,SG,SAS,0,0.551,22.145,8.862,-0.494,36.486,14.6,0.13,-0.13,6.267,2.508,0.27,-2.39,18.2,12.074,1.783,1.289
2200,2018,Pau Gasol,77,1812,C,SAS,0,0.537,21.733,10.065,-1.93,36.483,16.896,-2.24,-2.74,6.674,3.091,0.51,-2.894,11.6,9.193,-1.56,-3.49
2225,2018,Tony Parker,55,1071,PG,SAS,0,0.498,19.991,7.655,-5.836,41.975,16.073,-2.66,-1.62,9.259,3.545,-1.04,-5.813,43.9,7.473,2.615,-3.222
2544,2018,LeBron James,82,3026,PF,CLE,0,0.625,36.566,27.451,6.854,66.423,49.866,7.04,6.23,12.135,9.11,0.81,3.187,36.5,4.517,1.08,7.934
2546,2018,Carmelo Anthony,78,2501,PF,OKC,0,0.501,24.882,16.167,-5.488,30.051,19.526,0.13,0.4,2.032,1.321,-0.26,4.303,11.2,9.727,1.507,-3.981
2548,2018,Dwyane Wade,67,1536,SG,MIA,0,0.499,24.379,11.418,-5.705,41.587,19.478,-1.04,-0.77,7.266,3.403,-0.27,0.152,27.9,12.355,1.042,-4.662
2730,2018,Dwight Howard,81,2463,C,CHA,0,0.575,26.779,16.63,1.866,31.75,19.716,0.99,-0.35,2.087,1.296,1.35,3.358,10.6,8.173,-0.972,0.894
101108,2018,Chris Paul,58,1847,PG,HOU,0,0.601,29.303,18.638,4.456,61.236,38.948,6.81,4.62,12.388,7.879,2.19,7.957,42.7,8.602,3.43,7.886
201142,2018,Kevin Durant,68,2325,SF,GSW,0,0.64,36.857,26.353,8.417,54.607,39.044,4.99,5.36,7.528,5.382,-0.37,2.046,22.8,8.943,0.755,9.172
201566,2018,Russell Westbrook,80,2914,PG,OKC,0,0.523,34.113,25.35,-3.257,66.913,49.725,6.1,5.71,13.793,10.25,0.39,11.217,49.0,7.053,1.657,-1.601
201935,2018,James Harden,72,2551,SG,HOU,0,0.622,42.676,30.431,6.619,71.913,51.278,5.68,6.39,12.271,8.75,-0.72,5.288,49.7,6.742,4.02,10.639
201939,2018,Stephen Curry,51,1631,PG,GSW,0,0.673,38.38,26.392,11.667,58.711,40.373,7.16,6.08,8.839,6.078,1.08,12.196,31.8,9.696,0.697,12.365
202331,2018,Paul George,79,2891,SF,OKC,0,0.568,29.56,21.949,1.181,40.232,29.873,3.19,2.07,4.483,3.329,1.12,-0.214,15.2,8.185,1.516,2.697
202681,2018,Kyrie Irving,60,1931,PG,BOS,0,0.609,37.609,24.433,5.256,56.567,36.75,3.19,4.37,7.85,5.1,-1.19,3.371,36.0,8.981,2.219,7.475
202691,2018,Klay Thompson,73,2504,SG,GSW,0,0.597,28.27,20.014,4.13,36.242,25.658,1.53,1.92,3.58,2.534,-0.39,4.091,9.9,7.126,-0.552,3.578
202710,2018,Jimmy Butler,59,2164,SG,MIN,0,0.588,30.738,22.153,3.155,46.025,33.169,4.31,3.0,6.773,4.881,1.31,13.515,24.4,5.761,1.693,4.848
203076,2018,Anthony Davis,75,2727,PF,NOP,0,0.609,36.888,28.133,5.309,44.283,33.773,3.66,1.67,3.042,2.32,1.99,11.863,12.7,7.132,-1.331,3.978
203081,2018,Damian Lillard,73,2670,PG,POR,0,0.592,36.226,26.877,3.554,56.721,42.082,3.94,5.4,8.881,6.589,-1.46,10.052,43.1,6.369,3.252,6.807
203110,2018,Draymond Green,70,2287,PF,GSW,0,0.555,16.263,11.043,-0.148,40.774,27.686,3.79,0.34,10.688,7.257,3.45,2.267,17.8,8.977,-2.199,-2.347
203507,2018,Giannis Antetokounmpo,75,2756,PF,MIL,0,0.599,36.692,26.853,4.269,52.979,38.773,4.06,2.52,6.577,4.813,1.54,9.552,25.5,9.151,-0.505,3.764
203954,2018,Joel Embiid,63,1912,C,PHI,0,0.569,36.994,22.937,1.29,49.053,30.413,3.02,1.04,5.095,3.159,1.98,13.226,18.1,8.784,0.601,1.891
203999,2018,Nikola Jokic,75,2443,C,DEN,0,0.605,28.428,18.467,4.933,50.226,32.627,5.62,3.77,9.401,6.107,1.85,10.928,18.8,5.579,-0.698,4.236
1626164,2018,Devin Booker,54,1865,SG,PHX,0,0.559,34.102,24.926,0.329,49.151,35.926,-1.17,0.92,6.41,4.685,-2.08,-0.6,27.5,8.744,1.401,1.73
1628369,2018,Jayson Tatum,80,2443,SF,BOS,0,0.584,22.999,13.9,2.842,29.555,17.862,1.39,0.4,2.647,1.6,1.0,7.857,11.4,13.208,0.676,3.518
1628378,2018,Donovan Mitchell,79,2638,SG,UTA,0,0.541,30.676,20.456,-1.549,44.191,29.468,1.32,1.76,5.524,3.684,-0.44,6.456,26.1,12.117,2.235,0.686
1713,2019,Vince Carter,76,1330,PF,ATL,0,0.564,19.534,7.395,0.426,26.799,10.145,-2.45,-2.28,3.024,1.145,-0.17,-1.166,10.1,15.778,0.376,0.802
1717,2019,Dirk Nowitzki,51,795,PF,DAL,0,0.462,22.94,7.314,-9.797,28.044,8.941,-1.65,-1.2,2.153,0.686,-0.45,-5.136,7.3,11.401,0.098,-9.699
2225,2019,Tony Parker,56,1003,PG,CHA,0,0.512,25.592,9.464,-4.842,49.831,18.429,-3.6,-1.43,9.995,3.696,-2.17,0.625,46.8,7.258,3.006,-1.835
2544,2019,LeBron James,55,1937,SF,LAL,0,0.59,36.335,27.364,3.018,61.782,46.527,5.83,5.23,10.961,8.255,0.61,8.093,36.4,6.949,1.164,4.182
2548,2019,Dwyane Wade,72,1885,SG,MIA,0,0.507,27.884,15.042,-5.315,46.009,24.819,-2.04,-0.82,7.75,4.181,-1.22,-3.594,29.3,10.065,1.52,-3.795
101108,2019,Chris Paul,58,1857,PG,HOU,0,0.557,23.918,15.621,-0.342,55.095,35.983,5.62,3.42,12.487,8.155,2.2,4.402,41.3,8.0,3.644,3.301
201142,2019,Kevin Durant,78,2702,SF,GSW,0,0.629,35.474,25.987,6.887,54.865,40.192,4.53,4.81,7.998,5.859,-0.28,16.584,24.1,8.325,0.994,7.881
201566,2019,Russell Westbrook,73,2630,PG,OKC,0,0.5,29.552,22.945,-6.048,62.403,48.452,5.19,4.41,13.832,10.74,0.78,5.606,42.2,10.104,1.123,-4.925
201935,2019,James Harden,78,2867,PG,HOU,0,0.621,48.771,36.128,6.114,72.828,53.949,5.21,5.87,10.142,7.513,-0.67,4.925,50.4,6.738,3.983,10.098
201939,2019,Stephen Curry,69,2331,PG,GSW,0,0.644,37.643,27.261,8.382,54.513,39.478,5.82,5.33,7.224,5.232,0.49,16.55,28.2,8.978,0.768,9.15
202331,2019,Paul George,77,2841,SF,OKC,0,0.581,35.627,28.039,2.135,48.168,37.909,4.83,2.55,5.248,4.13,2.27,17.248,18.0,5.612,1.312,3.446
202681,2019,Kyrie Irving,67,2214,PG,BOS,0,0.59,34.315,23.821,3.015,57.816,40.134,3.87,3.96,9.976,6.925,-0.09,3.546,33.1,8.989,1.748,4.763
202691,2019,Klay Thompson,78,2652,SG,GSW,0,0.569,30.319,21.538,0.898,37.917,26.936,1.12,1.58,3.357,2.385,-0.46,-0.707,9.2,8.449,0.298,1.196
202695,2019,Kawhi Leonard,60,2040,SF,TOR,0,0.605,37.919,26.6,4.474,49.822,34.95,6.17,4.59,4.728,3.317,1.58,4.662,23.8,5.205,1.696,6.17
202710,2019,Jimmy Butler,65,2185,SF-SG,PHI,0,0.569,26.586,18.692,0.908,40.416,28.415,3.3,2.1,5.755,4.046,1.21,4.131,18.8,6.096,0.673,1.581
203076,2019,Anthony Davis,56,1850,C,NOP,0,0.594,36.881,25.929,3.423,49.987,35.143,3.74,2.15,5.537,3.893,1.58,8.646,15.7,8.936,-1.313,2.11
203081,2019,Damian Lillard,80,2838,PG,POR,0,0.585,34.998,25.838,2.488,56.451,41.675,4.38,5.34,9.329,6.888,-0.96,14.485,43.5,6.601,2.864,5.351
203110,2019,Draymond Green,66,2065,PF,GSW,0,0.527,11.162,7.364,-3.289,35.714,23.561,2.53,-0.97,10.427,6.879,3.5,8.694,14.6,9.519,-2.227,-5.515
203507,2019,Giannis Antetokounmpo,72,2358,PF,MIL,0,0.648,39.462,27.694,8.824,61.092,42.875,6.39,3.53,8.391,5.889,2.86,9.684,28.1,7.929,-0.929,7.895
203954,2019,Joel Embiid,64,2154,C,PHI,0,0.587,38.763,27.516,2.673,51.134,36.297,5.09,2.27,5.151,3.656,2.82,10.85,17.4,7.85,-0.527,2.146
203999,2019,Nikola Jokic,80,2504,C,DEN,0,0.59,31.725,20.05,2.999,58.089,36.712,5.39,3.68,11.472,7.25,1.72,3.861,23.2,6.61,-0.625,2.373
1626164,2019,Devin Booker,64,2230,SG,PHX,0,0.582,36.193,26.562,2.215,58.165,42.688,0.15,2.13,9.219,6.766,-1.97,3.851,34.5,9.943,1.561,3.776
1628369,2019,Jayson Tatum,79,2455,SF,BOS,0,0.545,24.604,15.734,-1.55,32.759,20.949,1.54,0.37,3.325,2.127,1.17,4.728,13.1,9.251,0.551,-0.999
1628378,2019,Donovan Mitchell,77,2598,SG,UTA,0,0.534,33.852,23.753,-2.559,48.751,34.208,2.82,2.37,5.96,4.182,0.45,3.903,28.4,11.096,2.482,-0.077
1628983,2019,Shai Gilgeous-Alexander,82,2174,PG,LAC,0,0.554,19.47,10.841,-0.645,33.793,18.817,-0.66,-0.56,5.913,3.293,-0.1,-6.272,28.7,9.609,1.484,0.839
