nba_id,year,player_name,GamesPlayed,Minutes,Pos2,TeamAbbreviation,playoffs,TS_pct,d_Points_Per100,d_Points_PerGame,rTSPct,d_Points_Created_Per100,d_Points_Created_PerGame,dpm,o_dpm,d_Assists_Per100,d_Assists_PerGame,d_dpm,netrtg_on_off,PASSING_on-ball-time%,SFC_pct,playtype_diff,pt_adj_rTS
947,2008,Allen Iverson,82,3424,SG,DEN,0,0.563,30.617,26.39,2.332,50.042,43.134,2.04,3.17,8.291,7.146,-1.13,10.687,,,,
951,2008,Ray Allen,73,2624,SG,BOS,0,0.575,25.562,17.438,3.544,35.622,24.301,1.29,2.72,4.518,3.082,-1.43,3.747,,,,
959,2008,Steve Nash,81,2780,PG,PHX,0,0.63,24.356,16.926,8.994,59.158,41.111,5.7,6.34,15.953,11.086,-0.65,14.299,,,,
977,2008,Kobe Bryant,82,3192,SG,LAL,0,0.573,36.359,28.329,3.32,52.277,40.732,5.03,6.09,6.902,5.378,-1.06,9.373,,,,
1495,2008,Tim Duncan,78,2651,C,SAS,0,0.544,30.997,19.333,0.401,41.398,25.821,7.94,2.63,4.481,2.795,5.31,9.441,,,,
1503,2008,Tracy McGrady,66,2440,SG,HOU,0,0.485,31.028,21.621,-5.451,50.424,35.136,3.37,3.37,8.415,5.864,0.0,1.59,,,,
1713,2008,Vince Carter,76,2959,SG,NJN,0,0.545,28.521,21.342,0.493,43.925,32.868,3.03,2.78,6.84,5.118,0.24,12.909,,,,
1717,2008,Dirk Nowitzki,77,2769,PF,DAL,0,0.579,34.795,23.597,3.885,46.476,31.519,7.26,5.68,5.094,3.455,1.58,12.381,,,,
1718,2008,Paul Pierce,80,2874,SF,BOS,0,0.595,28.813,19.625,5.481,43.659,29.738,5.37,4.43,6.662,4.538,0.94,11.323,,,,
1938,2008,Manu Ginobili,74,2299,SG,SAS,0,0.602,33.149,19.486,6.153,50.207,29.514,4.99,3.27,7.632,4.486,1.72,9.224,,,,
2200,2008,Pau Gasol,66,2351,C,LAL,0,0.593,27.011,18.879,5.333,37.785,26.409,2.52,2.17,4.574,3.197,0.36,5.749,,,,
2225,2008,Tony Parker,69,2312,PG,SAS,0,0.538,30.292,18.768,-0.165,53.216,32.971,1.68,2.11,9.614,5.957,-0.42,6.185,,,,
2397,2008,Yao Ming,55,2044,C,HOU,0,0.577,31.493,21.982,3.735,39.542,27.6,3.06,-0.13,3.36,2.345,3.19,-1.075,,,,
2544,2008,LeBron James,75,3027,SF,CLE,0,0.566,39.192,30.0,2.606,61.122,46.787,6.75,5.54,9.389,7.187,1.21,10.041,,,,
2546,2008,Carmelo Anthony,77,2807,SF,DEN,0,0.56,34.051,25.688,1.97,43.811,33.052,2.32,3.19,4.459,3.364,-0.87,-3.41,,,,
2547,2008,Chris Bosh,67,2425,C,TOR,0,0.583,33.348,22.328,4.27,42.443,28.418,4.41,3.58,3.812,2.552,0.83,11.337,,,,
2548,2008,Dwyane Wade,51,1954,SG,MIA,0,0.547,33.36,24.588,0.655,54.163,39.922,3.11,3.26,9.417,6.941,-0.16,5.662,,,,
2730,2008,Dwight Howard,82,3088,C,ORL,0,0.614,27.952,20.671,7.369,32.206,23.817,2.6,1.71,1.814,1.341,0.89,8.307,,,,
101108,2008,Chris Paul,80,3006,PG,NOH,0,0.572,29.539,21.05,3.198,66.778,47.588,4.61,4.45,16.225,11.562,0.16,8.49,,,,
201142,2008,Kevin Durant,80,2768,SG,SEA,0,0.514,29.073,20.3,-2.579,36.359,25.388,-1.57,-0.18,3.437,2.4,-1.39,-8.76,,,,
406,2009,Shaquille O'Neal,75,2252,C,PHX,0,0.624,29.695,17.773,8.006,36.2,21.667,0.81,-0.28,2.807,1.68,1.09,1.609,,,,
467,2009,Jason Kidd,81,2886,PG,DAL,0,0.549,13.131,9.025,0.502,40.992,28.173,2.72,0.77,12.61,8.667,1.94,10.598,,,,
708,2009,Kevin Garnett,57,1772,PF,BOS,0,0.563,26.724,15.772,1.928,36.356,21.456,6.46,1.91,4.281,2.526,4.55,11.005,,,,
947,2009,Allen Iverson,57,2093,"PG,SG",DET,0,0.5,25.918,17.456,-4.42,42.433,28.579,-0.51,0.6,7.372,4.965,-1.11,-4.04,,,,
951,2009,Ray Allen,79,2876,SG,BOS,0,0.618,26.511,18.152,7.371,35.33,24.19,1.79,3.43,4.03,2.759,-1.65,11.825,,,,
959,2009,Steve Nash,74,2484,PG,PHX,0,0.607,23.112,15.676,6.285,54.652,37.068,4.55,5.37,14.286,9.689,-0.82,7.214,,,,
977,2009,Kobe Bryant,82,2960,SG,LAL,0,0.559,37.727,26.841,1.531,53.394,37.988,4.86,6.36,6.839,4.866,-1.5,11.935,,,,
1495,2009,Tim Duncan,75,2524,C,SAS,0,0.548,31.21,19.333,0.4,44.124,27.333,6.97,2.32,5.682,3.52,4.65,2.192,,,,
1503,2009,Tracy McGrady,35,1181,SG,HOU,0,0.49,24.33,15.571,-5.373,42.054,26.914,1.39,1.35,7.812,5.0,0.04,-1.708,,,,
1713,2009,Vince Carter,80,2946,SG,NJN,0,0.54,29.946,20.775,-0.405,46.0,31.912,2.13,2.69,6.775,4.7,-0.56,1.206,,,,
1717,2009,Dirk Nowitzki,81,3051,PF,DAL,0,0.559,35.789,25.852,1.506,43.873,31.691,5.95,5.27,3.367,2.432,0.68,6.376,,,,
1718,2009,Paul Pierce,81,3036,SF,BOS,0,0.579,29.024,20.481,3.492,40.693,28.716,4.13,3.7,5.143,3.63,0.43,3.572,,,,
1938,2009,Manu Ginobili,44,1181,SG,SAS,0,0.591,30.41,15.523,4.743,46.305,23.636,5.01,3.35,6.99,3.568,1.65,-0.933,,,,
2200,2009,Pau Gasol,81,3000,C,LAL,0,0.613,25.947,18.864,6.916,37.052,26.938,2.75,1.88,4.823,3.506,0.87,5.975,,,,
2225,2009,Tony Parker,72,2456,PG,SAS,0,0.554,34.694,21.958,1.046,60.566,38.333,2.3,2.87,10.884,6.889,-0.57,5.587,,,,
2397,2009,Yao Ming,77,2589,C,HOU,0,0.61,31.242,19.662,6.57,38.3,24.104,3.74,-0.04,2.827,1.779,3.78,12.359,,,,
2544,2009,LeBron James,81,3054,SF,CLE,0,0.592,40.449,28.444,4.838,65.133,45.802,9.07,7.44,10.305,7.247,1.62,21.602,,,,
2546,2009,Carmelo Anthony,66,2277,SF,DEN,0,0.528,33.624,22.788,-1.574,44.355,30.061,3.72,4.28,4.963,3.364,-0.56,7.524,,,,
2547,2009,Chris Bosh,77,2928,C,TOR,0,0.565,31.117,22.675,2.096,38.888,28.338,2.91,1.91,3.404,2.481,1.0,5.596,,,,
2548,2009,Dwyane Wade,79,3048,SG,MIA,0,0.572,40.933,30.203,2.821,63.939,47.177,6.36,5.94,10.105,7.456,0.42,13.255,,,,
2730,2009,Dwight Howard,79,2821,C,ORL,0,0.598,30.091,20.557,5.438,35.575,24.304,3.4,1.29,2.075,1.418,2.1,9.609,,,,
101108,2009,Chris Paul,78,3002,PG,NOH,0,0.596,32.113,22.833,5.218,67.184,47.769,4.87,4.37,15.525,11.038,0.5,19.305,,,,
201142,2009,Kevin Durant,74,2885,SF,OKC,0,0.571,33.115,25.284,2.669,41.15,31.419,-0.82,0.49,3.628,2.77,-1.31,-8.751,,,,
201566,2009,Russell Westbrook,82,2668,PG,OKC,0,0.484,23.928,15.317,-5.959,41.894,26.817,-0.13,0.11,8.287,5.305,-0.24,4.398,,,,
406,2010,Shaquille O'Neal,53,1240,C,CLE,0,0.566,27.203,12.0,2.284,34.987,15.434,0.7,-1.67,3.422,1.509,2.37,-5.496,,,,
467,2010,Jason Kidd,80,2881,PG,DAL,0,0.574,14.788,10.3,3.082,42.911,29.888,2.69,0.9,12.994,9.05,1.8,6.363,,,,
708,2010,Kevin Garnett,69,2060,PF,BOS,0,0.568,24.868,14.348,2.466,35.142,20.275,5.13,1.15,4.647,2.681,3.98,7.71,,,,
947,2010,Allen Iverson,28,864,"PG,SG",PHI,0,0.513,23.095,13.75,-2.967,38.332,22.821,-2.12,-1.1,6.779,4.036,-1.02,-0.496,,,,
951,2010,Ray Allen,80,2819,SG,BOS,0,0.594,24.188,16.3,5.077,32.573,21.95,0.93,2.65,3.895,2.625,-1.72,12.238,,,,
959,2010,Steve Nash,81,2660,PG,PHX,0,0.608,24.93,16.457,6.515,62.353,41.16,4.93,5.97,16.682,11.012,-1.05,4.746,,,,
977,2010,Kobe Bryant,73,2836,SG,LAL,0,0.542,35.936,26.986,-0.128,51.094,38.37,4.91,5.78,6.658,5.0,-0.87,11.594,,,,
1495,2010,Tim Duncan,78,2438,C,SAS,0,0.558,30.306,17.885,1.545,42.06,24.821,6.36,2.2,5.344,3.154,4.16,6.235,,,,
1503,2010,Tracy McGrady,30,672,SG,NYK,0,0.469,18.731,8.167,-7.365,35.933,15.667,-0.48,0.19,7.569,3.3,-0.67,-8.129,,,,
1713,2010,Vince Carter,75,2311,SG,ORL,0,0.532,28.311,16.587,-1.06,41.625,24.387,3.11,2.46,5.371,3.147,0.65,7.148,,,,
1717,2010,Dirk Nowitzki,81,3039,PF,DAL,0,0.57,34.661,25.025,2.749,43.57,31.457,5.77,4.54,3.728,2.691,1.23,9.91,,,,
1718,2010,Paul Pierce,71,2411,SF,BOS,0,0.607,27.949,18.254,6.381,38.107,24.887,3.48,2.63,4.701,3.07,0.85,2.642,,,,
1938,2010,Manu Ginobili,75,2150,SG,SAS,0,0.578,29.743,16.493,3.513,49.387,27.387,4.81,3.68,8.896,4.933,1.13,6.703,,,,
2200,2010,Pau Gasol,65,2403,C,LAL,0,0.591,25.591,18.308,4.805,36.344,26.0,2.12,1.56,4.688,3.354,0.55,3.612,,,,
2225,2010,Tony Parker,56,1728,PG,SAS,0,0.541,27.083,15.964,-0.195,49.53,29.196,1.01,1.66,9.603,5.661,-0.65,1.295,,,,
2544,2010,LeBron James,76,2966,SF,CLE,0,0.602,39.979,29.711,5.861,66.466,49.395,8.99,7.5,11.526,8.566,1.5,16.812,,,,
2546,2010,Carmelo Anthony,69,2634,SF,DEN,0,0.545,37.524,28.159,0.19,47.258,35.464,3.33,4.47,4.287,3.217,-1.14,3.504,,,,
2547,2010,Chris Bosh,70,2526,C,TOR,0,0.59,34.371,23.971,4.743,42.319,29.514,3.82,3.28,3.4,2.371,0.54,5.117,,,,
2548,2010,Dwyane Wade,77,2793,SG,MIA,0,0.56,38.563,26.558,1.728,60.211,41.468,7.06,6.31,9.447,6.506,0.75,14.158,,,,
2730,2010,Dwight Howard,82,2843,C,ORL,0,0.621,27.849,18.329,7.807,34.556,22.744,4.62,1.49,2.668,1.756,3.13,9.359,,,,
101108,2010,Chris Paul,45,1712,PG,NOH,0,0.583,25.877,18.689,4.047,59.477,42.956,5.65,4.73,14.769,10.667,0.92,4.996,,,,
201142,2010,Kevin Durant,82,3239,SF,OKC,0,0.601,39.009,30.146,5.838,47.104,36.402,3.74,3.87,3.645,2.817,-0.14,16.781,,,,
201566,2010,Russell Westbrook,82,2813,PG,OKC,0,0.49,23.958,16.122,-5.317,50.091,33.707,1.42,1.4,11.816,7.951,0.02,3.813,,,,
201935,2010,James Harden,76,1738,SG,OKC,0,0.545,22.491,9.908,0.228,31.422,13.842,2.16,0.85,4.092,1.803,1.31,3.299,,,,
201939,2010,Stephen Curry,80,2896,PG,GSW,0,0.566,22.938,17.488,2.304,40.22,30.662,0.58,1.15,7.739,5.9,-0.57,1.769,,,,
406,2011,Shaquille O'Neal,37,752,C,BOS,0,0.663,24.133,9.216,12.242,27.884,10.649,1.57,-1.64,1.84,0.703,3.2,9.3,,,,
467,2011,Jason Kidd,80,2653,PG,DAL,0,0.496,12.414,7.875,-4.544,41.537,26.35,1.46,-0.02,12.906,8.188,1.48,-4.884,,,,
708,2011,Kevin Garnett,71,2220,PF,BOS,0,0.57,25.053,14.873,2.938,33.95,20.155,5.89,1.44,4.057,2.408,4.44,16.781,,,,
951,2011,Ray Allen,80,2890,SG,BOS,0,0.608,24.261,16.512,6.653,32.727,22.275,1.12,2.37,4.022,2.738,-1.25,9.02,,,,
959,2011,Steve Nash,75,2497,PG,PHX,0,0.588,22.289,14.747,4.693,61.548,40.72,4.46,5.27,17.231,11.4,-0.82,15.572,,,,
977,2011,Kobe Bryant,82,2779,SG,LAL,0,0.546,39.536,25.341,0.458,56.107,35.963,3.72,5.31,7.382,4.732,-1.59,4.698,,,,
1495,2011,Tim Duncan,76,2156,C,SAS,0,0.535,24.345,13.447,-0.648,35.279,19.487,6.3,1.36,4.836,2.671,4.94,8.785,,,,
1503,2011,Tracy McGrady,72,1686,SG,DET,0,0.503,18.764,7.972,-3.837,37.006,15.722,-0.28,-0.22,8.238,3.5,-0.05,1.73,,,,
1713,2011,Vince Carter,73,2052,SG,PHX,0,0.528,25.795,14.0,-1.316,34.528,18.74,0.72,0.96,3.685,2.0,-0.24,1.318,,,,
1717,2011,Dirk Nowitzki,73,2504,PF,DAL,0,0.604,35.182,23.027,6.29,44.475,29.11,6.46,5.15,3.977,2.603,1.31,16.835,,,,
1718,2011,Paul Pierce,80,2774,SF,BOS,0,0.618,28.775,18.888,7.737,39.573,25.975,4.18,3.3,4.951,3.25,0.88,18.11,,,,
1938,2011,Manu Ginobili,80,2425,SG,SAS,0,0.577,29.295,17.412,3.581,48.202,28.65,5.2,3.84,8.265,4.912,1.36,13.725,,,,
2200,2011,Pau Gasol,82,3037,C,LAL,0,0.589,26.837,18.793,4.762,37.443,26.22,2.59,1.73,4.754,3.329,0.86,9.879,,,,
2225,2011,Tony Parker,78,2528,PG,SAS,0,0.568,27.901,17.538,2.677,52.213,32.821,0.8,1.44,10.463,6.577,-0.63,0.722,,,,
2544,2011,LeBron James,79,3063,SF,MIA,0,0.593,36.247,26.722,5.16,57.881,42.671,7.89,6.32,9.512,7.013,1.57,9.39,,,,
2546,2011,Carmelo Anthony,77,2751,SF,NYK,0,0.555,36.247,25.584,1.403,45.759,32.299,2.18,3.78,4.066,2.87,-1.6,0.52,,,,
2547,2011,Chris Bosh,77,2795,PF,MIA,0,0.567,27.147,18.675,2.603,33.396,22.974,2.97,1.28,2.719,1.87,1.69,10.073,,,,
2548,2011,Dwyane Wade,76,2823,SG,MIA,0,0.583,36.091,25.539,4.164,50.855,35.987,6.67,5.79,6.434,4.553,0.88,8.245,,,,
2730,2011,Dwight Howard,78,2935,C,ORL,0,0.609,32.063,22.872,6.787,36.934,26.346,4.1,0.77,1.923,1.372,3.33,9.656,,,,
101108,2011,Chris Paul,80,2880,PG,NOH,0,0.572,23.697,15.85,3.117,56.12,37.538,6.4,4.75,14.614,9.775,1.65,13.413,,,,
201142,2011,Kevin Durant,78,3038,SF,OKC,0,0.583,36.313,27.705,4.209,44.312,33.808,3.56,4.1,3.596,2.744,-0.55,0.432,,,,
201566,2011,Russell Westbrook,82,2848,PG,OKC,0,0.533,32.133,21.866,-0.816,58.584,39.866,1.11,1.74,12.007,8.171,-0.63,-8.055,,,,
201935,2011,James Harden,82,2188,SG,OKC,0,0.595,23.762,12.171,5.372,33.738,17.28,2.83,2.35,4.19,2.146,0.48,2.311,,,,
201939,2011,Stephen Curry,74,2489,PG,GSW,0,0.592,27.487,18.554,5.068,46.707,31.527,1.75,2.15,8.649,5.838,-0.4,4.06,,,,
202331,2011,Paul George,61,1265,SG,IND,0,0.541,19.017,7.803,-0.009,24.77,10.164,0.83,-0.29,2.597,1.066,1.12,2.221,,,,
467,2012,Jason Kidd,48,1379,PG,DAL,0,0.52,11.275,6.229,-0.665,33.296,18.396,0.52,-0.79,9.955,5.5,1.3,2.88,,,,
708,2012,Kevin Garnett,60,1864,C,BOS,0,0.545,27.174,15.783,1.766,38.565,22.4,5.56,0.98,5.022,2.917,4.58,11.312,,,,
951,2012,Ray Allen,46,1565,SG,BOS,0,0.6,22.091,14.239,7.319,29.815,19.217,0.0,1.29,3.676,2.37,-1.29,-0.182,,,,
959,2012,Steve Nash,62,1962,PG,PHX,0,0.616,20.104,12.452,8.909,58.073,35.968,4.37,4.99,17.292,10.71,-0.62,11.325,,,,
977,2012,Kobe Bryant,58,2232,SG,LAL,0,0.522,37.943,27.862,-0.455,51.561,37.862,2.73,4.47,6.199,4.552,-1.74,4.795,,,,
1495,2012,Tim Duncan,58,1634,C,SAS,0,0.531,28.485,15.431,0.384,37.778,20.466,6.36,1.23,4.201,2.276,5.12,2.26,,,,
1503,2012,Tracy McGrady,52,837,SF,ATL,0,0.506,17.59,5.25,-2.144,34.278,10.231,-0.12,-0.76,7.088,2.115,0.64,2.224,,,,
1713,2012,Vince Carter,61,1542,SG,DAL,0,0.516,20.925,10.082,-1.067,31.711,15.279,1.39,0.32,4.729,2.279,1.07,11.609,,,,
1717,2012,Dirk Nowitzki,62,2079,PF,DAL,0,0.556,34.001,21.645,2.918,42.412,27.0,5.8,4.82,3.446,2.194,0.99,13.153,,,,
1718,2012,Paul Pierce,61,2075,SF,BOS,0,0.562,29.801,19.361,3.48,44.638,29.0,3.54,2.76,6.914,4.492,0.78,5.274,,,,
1938,2012,Manu Ginobili,34,792,SG,SAS,0,0.664,28.151,12.941,13.68,49.456,22.735,4.94,4.19,9.661,4.441,0.75,9.31,,,,
2200,2012,Pau Gasol,65,2430,PF,LAL,0,0.544,24.559,17.369,1.75,35.849,25.354,1.87,1.07,5.156,3.646,0.79,8.183,,,,
2225,2012,Tony Parker,60,1923,PG,SAS,0,0.535,29.571,18.25,0.834,58.493,36.1,1.62,1.9,12.503,7.717,-0.28,7.0,,,,
2544,2012,LeBron James,62,2326,SF,MIA,0,0.603,37.609,27.145,7.552,57.095,41.21,8.39,6.85,8.648,6.242,1.54,14.103,,,,
2546,2012,Carmelo Anthony,55,1876,SF,NYK,0,0.518,34.138,22.636,-0.933,46.833,31.055,2.03,3.04,5.484,3.636,-1.01,-1.929,,,,
2547,2012,Chris Bosh,57,2007,PF,MIA,0,0.549,26.797,17.982,2.203,32.993,22.14,2.66,0.79,2.693,1.807,1.87,9.626,,,,
2548,2012,Dwyane Wade,49,1625,SG,MIA,0,0.554,34.569,22.082,2.693,50.447,32.224,6.42,5.35,7.188,4.592,1.07,8.158,,,,
2730,2012,Dwight Howard,54,2070,C,ORL,0,0.566,28.984,20.611,3.912,36.016,25.611,4.05,0.9,2.708,1.926,3.15,8.823,,,,
101108,2012,Chris Paul,60,2180,PG,LAC,0,0.572,29.402,19.817,4.543,60.015,40.45,6.63,5.3,13.427,9.05,1.33,13.969,,,,
201142,2012,Kevin Durant,66,2546,SF,OKC,0,0.604,36.963,28.03,7.713,47.792,36.242,4.81,5.32,4.615,3.5,-0.51,3.301,,,,
201566,2012,Russell Westbrook,66,2331,PG,OKC,0,0.536,33.936,23.606,0.876,51.993,36.167,3.34,3.85,7.885,5.485,-0.51,4.02,,,,
201935,2012,James Harden,62,1946,SG,OKC,0,0.657,27.855,16.839,12.985,42.156,25.484,3.28,3.71,6.11,3.694,-0.43,8.635,,,,
201939,2012,Stephen Curry,26,732,PG,GSW,0,0.6,26.542,14.731,7.268,47.956,26.615,2.65,2.34,9.563,5.308,0.31,10.144,,,,
202331,2012,Paul George,66,1958,SG,IND,0,0.552,21.348,12.091,2.487,30.819,17.455,2.52,0.94,4.227,2.394,1.58,7.164,,,,
202681,2012,Kyrie Irving,51,1558,PG,CLE,0,0.562,31.373,18.51,3.532,52.21,30.804,2.28,3.88,9.139,5.392,-1.61,4.727,,,,
202691,2012,Klay Thompson,66,1608,SG,GSW,0,0.542,26.637,12.515,1.453,36.246,17.03,-0.48,0.74,4.289,2.015,-1.22,-2.725,,,,
202695,2012,Kawhi Leonard,64,1534,SF,SAS,0,0.574,17.204,7.922,4.653,23.108,10.641,1.51,0.86,2.375,1.094,0.66,-4.813,,,,
467,2013,Jason Kidd,76,2043,SG,NYK,0,0.531,11.955,6.026,-0.368,27.617,13.921,-0.28,-1.4,6.5,3.276,1.12,0.32,,,,
708,2013,Kevin Garnett,68,2022,C,BOS,0,0.531,26.442,14.765,-0.351,36.002,20.103,3.77,-0.7,4.188,2.338,4.47,5.718,,,,
951,2013,Ray Allen,79,2035,SG,MIA,0,0.59,22.705,10.924,5.55,31.097,14.962,-0.41,1.36,3.552,1.709,-1.77,-8.281,,,,
959,2013,Steve Nash,50,1627,PG,LAL,0,0.591,19.654,12.72,5.647,42.738,27.66,1.95,3.09,10.29,6.66,-1.15,-0.88,,,,
977,2013,Kobe Bryant,78,3013,SG,LAL,0,0.566,35.933,27.346,3.147,54.33,41.346,2.35,4.22,7.901,6.013,-1.87,2.96,,,,
1495,2013,Tim Duncan,69,2078,C,SAS,0,0.552,30.237,17.783,1.671,40.168,23.623,5.92,0.72,4.534,2.667,5.21,8.32,,,,
1713,2013,Vince Carter,81,2093,SF,DAL,0,0.568,26.401,13.432,3.338,36.86,18.753,1.85,1.05,4.708,2.395,0.81,11.891,,,,
1717,2013,Dirk Nowitzki,53,1662,PF,DAL,0,0.561,28.452,17.302,2.631,37.543,22.83,3.68,2.56,4.096,2.491,1.12,1.865,,,,
1718,2013,Paul Pierce,77,2575,SF,BOS,0,0.555,28.901,18.571,2.002,45.271,29.091,3.19,2.41,7.478,4.805,0.79,7.467,,,,
1938,2013,Manu Ginobili,60,1393,SG,SAS,0,0.56,25.134,11.75,2.465,47.451,22.183,3.0,1.74,9.768,4.567,1.26,2.342,,,,
2200,2013,Pau Gasol,49,1655,PF,LAL,0,0.506,20.759,13.735,-2.898,35.071,23.204,0.94,0.57,6.169,4.082,0.37,2.622,,,,
2225,2013,Tony Parker,66,2174,PG,SAS,0,0.585,31.508,20.318,5.016,58.952,38.015,1.76,1.96,11.725,7.561,-0.21,8.038,,,,
2544,2013,LeBron James,76,2877,PF,MIA,0,0.638,37.337,26.789,10.278,61.141,43.868,8.63,7.07,10.105,7.25,1.57,16.211,,,,
2546,2013,Carmelo Anthony,67,2482,PF,NYK,0,0.555,41.308,28.657,2.004,50.818,35.254,2.24,3.69,3.679,2.552,-1.45,4.584,,,,
2547,2013,Chris Bosh,74,2454,C,MIA,0,0.589,26.655,16.649,5.371,32.886,20.541,2.91,0.96,2.661,1.662,1.94,3.046,,,,
2548,2013,Dwyane Wade,69,2391,SG,MIA,0,0.57,32.246,21.203,3.484,49.967,32.855,5.45,4.37,7.758,5.101,1.08,9.963,,,,
2730,2013,Dwight Howard,76,2722,C,LAL,0,0.565,24.476,17.053,3.045,29.632,20.645,2.39,-0.37,2.04,1.421,2.76,2.979,,,,
101108,2013,Chris Paul,70,2335,PG,LAC,0,0.584,26.845,16.943,4.855,61.747,38.971,6.61,5.51,15.346,9.686,1.1,6.697,,,,
201142,2013,Kevin Durant,81,3119,SF,OKC,0,0.639,37.531,28.148,10.391,52.346,39.259,5.8,5.93,6.156,4.617,-0.14,8.21,,,,
201566,2013,Russell Westbrook,82,2861,PG,OKC,0,0.53,33.867,23.207,-0.492,57.893,39.671,4.75,4.65,10.803,7.402,0.1,4.55,,,,
201935,2013,James Harden,78,2985,SG,HOU,0,0.596,33.599,25.936,6.053,51.835,40.013,4.33,5.31,7.557,5.833,-0.97,-3.515,,,,
201939,2013,Stephen Curry,78,2983,PG,GSW,0,0.585,30.174,22.897,4.985,50.127,38.038,3.82,3.55,9.106,6.91,0.27,2.294,,,,
202331,2013,Paul George,79,2972,SF,IND,0,0.529,24.771,17.43,-0.571,38.01,26.747,3.3,1.32,5.882,4.139,1.97,9.577,,,,
202681,2013,Kyrie Irving,59,2048,PG,CLE,0,0.55,32.903,22.458,1.538,51.974,35.475,1.14,2.63,8.691,5.932,-1.49,0.099,,,,
202691,2013,Klay Thompson,82,2936,SG,GSW,0,0.529,23.419,16.573,-0.55,30.329,21.463,0.19,0.4,3.154,2.232,-0.21,1.456,,,,
202695,2013,Kawhi Leonard,58,1810,SF,SAS,0,0.587,19.529,11.879,5.179,25.567,15.552,2.95,1.76,2.636,1.603,1.19,5.982,,,,
202710,2013,Jimmy Butler,82,2133,SF,CHI,0,0.569,17.948,8.598,3.399,24.465,11.72,2.2,1.05,2.928,1.402,1.15,5.003,,,,
203076,2013,Anthony Davis,64,1846,PF,NOH,0,0.561,25.27,13.547,2.58,29.467,15.797,1.15,0.58,1.836,0.984,0.57,-1.153,,,,
203081,2013,Damian Lillard,82,3167,PG,POR,0,0.542,25.797,19.049,0.748,46.111,34.049,0.11,2.4,8.77,6.476,-2.29,8.99,,,,
203110,2013,Draymond Green,79,1061,SF,GSW,0,0.401,10.924,2.873,-13.394,16.603,4.367,-0.65,-1.4,2.551,0.671,0.74,-1.986,,,,
708,2014,Kevin Garnett,54,1109,C,BKN,0,0.465,16.988,6.519,-7.645,26.207,10.056,0.82,-2.47,3.958,1.519,3.29,-0.752,9.6,12.051,-0.454,-8.098
951,2014,Ray Allen,73,1936,SG,MIA,0,0.583,19.274,9.603,4.236,28.705,14.301,-0.94,0.68,3.932,1.959,-1.62,-2.719,8.7,11.273,0.428,4.664
1495,2014,Tim Duncan,74,2158,C,SAS,0,0.534,26.398,15.122,-0.7,37.839,21.676,4.31,-0.52,5.19,2.973,4.83,-3.178,12.2,8.05,-0.437,-1.137
1713,2014,Vince Carter,81,1973,SG,DAL,0,0.536,24.865,11.938,-0.511,37.105,17.815,1.32,1.01,5.451,2.617,0.31,2.081,14.5,20.795,2.624,2.112
1717,2014,Dirk Nowitzki,80,2628,PF,DAL,0,0.599,33.748,21.688,5.767,43.28,27.812,4.24,3.94,4.202,2.7,0.29,6.721,11.6,10.781,1.326,7.093
1718,2014,Paul Pierce,75,2098,SF,BKN,0,0.59,25.288,13.467,4.881,35.829,19.08,1.28,0.37,4.457,2.373,0.91,5.673,13.4,13.643,0.298,5.179
1938,2014,Manu Ginobili,68,1551,SG,SAS,0,0.585,26.85,12.324,4.429,48.222,22.132,4.26,3.16,9.388,4.309,1.1,7.619,19.6,16.327,0.922,5.351
2200,2014,Pau Gasol,60,1884,C,LAL,0,0.522,26.844,17.35,-1.893,39.35,25.433,-0.55,-0.09,5.183,3.35,-0.46,-5.244,14.7,8.191,0.345,-1.548
2225,2014,Tony Parker,68,1997,PG,SAS,0,0.552,28.767,16.676,1.081,51.522,29.868,0.96,1.53,9.843,5.706,-0.57,-2.547,45.3,6.009,1.857,2.938
2544,2014,LeBron James,77,2902,PF,MIA,0,0.649,37.64,27.13,10.806,58.468,42.143,8.11,7.12,8.793,6.338,0.99,7.412,29.0,4.925,0.57,11.376
2546,2014,Carmelo Anthony,77,2982,PF,NYK,0,0.556,37.614,27.429,1.523,48.157,35.117,2.91,3.82,4.31,3.143,-0.91,8.657,21.1,11.071,2.743,4.266
2547,2014,Chris Bosh,79,2531,C,MIA,0,0.595,26.582,16.215,5.37,30.857,18.823,2.24,0.59,1.805,1.101,1.65,10.404,7.8,7.605,-0.678,4.692
2548,2014,Dwyane Wade,54,1775,SG,MIA,0,0.589,30.076,19.037,4.799,46.87,29.667,3.24,3.03,7.373,4.667,0.21,-1.609,22.7,13.544,0.376,5.175
2730,2014,Dwight Howard,71,2397,C,HOU,0,0.592,27.277,18.268,5.07,33.796,22.634,2.94,0.93,2.755,1.845,2.02,5.24,11.8,12.168,-0.115,4.954
101108,2014,Chris Paul,62,2171,PG,LAC,0,0.569,27.005,19.113,2.777,61.076,43.226,7.1,5.64,15.109,10.694,1.46,9.31,46.0,8.247,2.852,5.629
201142,2014,Kevin Durant,81,3122,SF,OKC,0,0.631,41.356,32.012,9.005,57.368,44.407,6.37,6.63,7.097,5.494,-0.27,7.189,20.4,10.151,1.255,10.259
201566,2014,Russell Westbrook,46,1412,PG,OKC,0,0.545,34.623,21.783,0.357,59.468,37.413,5.33,5.22,11.023,6.935,0.11,1.625,45.4,7.12,0.096,0.452
